GHGRP ID,Landfill ID,Landfill Name,State,City,County,Ownership Type,Landfill Owner Organization(s),Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1007889,1387,West Camden Sanitary Landfill,TN,Camden,Benton,Private,WM,"14,419,069",2022,Yes,2.716,0.755,1463-0,Operational,Project #1,12/31/2012,Electricity,Reciprocating Engine,,"(3) Caterpillar G3520C low-emission, lean-burn, four-stroke, turbocharged, after-cooled engines, each rated at 2,233 bhp or 14.53 MMBtu/hr",4.23,4.8,1.96,Tennessee Valley Authority (TVA),"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.2140,0.0205
1002645,1467,Arlington LF,TX,Euless,Tarrant,Public,"City of Arlington, TX","29,802,489",2022,Yes,3.851,0.284,201244-0,Operational,Project #2,12/1/2019,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,RNG from both LFG and WRRF digester gas; process includes a nitrogen rejection unit (NRU),,,3.57,,,Kinder Morgan,"Air Liquide Biogas; Loci Controls, Inc.",No,0.3500,0.0282
1007800,1479,Atascocita RDF,TX,Humble,Harris,Private,WM,"41,607,927",2022,Yes,8.51,0.64,200969-0,Operational,Project #2,5/2/2018,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"designed for 10.8 mmscfd inlet, Air Liquide membrane Biogaz system for CO2 membrane separation, Molecular Gate adsoprtion technology, & PSB deoxo and dryer, plant will provide RNG to the transportation market; CNG fuel",,,7.879,Houston Pipe Line Company LP,Montauk Renewables,Montauk Renewables,Air Liquide Biogas,No,0.7725,0.0622
1007894,1464,Austin Community RDF,TX,Austin,Travis,Private,WM,"25,408,112",2022,Yes,4.246,2.413,180432-0,Operational,Project #2,9/1/2007,Electricity,Reciprocating Engine,,"Originally (4) Caterpillar 3520 engines, (1) engine removed in 2019",3.42,4.8,1.84,Electric Reliability Council of Texas [ERCOT],"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.1731,0.0166
1005891,1812,Blue Ridge LF,TX,Fresno,Fort Bend,Private,"Republic Services, Inc.","27,249,191",2022,Yes,13.321,0.101,201010-0,Operational,Project #3,11/30/2018,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements and catalytic oxygen removal - removes CO2, H2O, H2S, siloxanes, and other impurities from LFG; gas is transported and sold into adjoining natural gas pipeline; 13,000 scfm LFG inlet capacity",,,13.26,"Anew Climate, LLC; L'Oreal USA",Morrow Energy,Morrow Energy,,No,1.3001,0.1046
1004491,11761,C.M. Hinton Jr Regional Landfill,TX,Rowlett,Dallas,Public,"City of Garland, TX","9,159,009",2022,Yes,4.174,0.005,181043-0,Operational,Project #1,8/11/2021,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements and catalytic oxygen removal - removes CO2, H2O, H2S, siloxanes, and other impurities from LFG, RNG is transported and sold into adjoining natural gas pipeline and used for vehicle fuel",,,4.17,Atmos Pipeline-Texas; Clean Energy Renewables,"Morrow Renewables, LLC","Morrow Renewables, LLC",Houston Service Industries,No,0.4089,0.0329
1007780,1480,Camelot Landfill,TX,Lewisville,Denton,Public,"City of Farmers Branch, TX","24,358,470",2022,Yes,3.38,1.987,1557-0,Operational,Project #1,2/1/2011,Electricity,Reciprocating Engine,,(2) Caterpillar 3520s,2.66,3.2,1.4,CoServ Electric,"WM Renewable Energy, LLC",,"Caterpillar, Inc.; Houston Service Industries",No,0.1346,0.0129
1007276,11822,City of Edinburg Landfill,TX,Edinburg,Hidalgo,Public,"City of Edinburg, TX","14,290,949",2022,Yes,3.071,0.039,181051-0,Operational,Project #1,5/3/2016,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements and catalytic oxygen removal - removes CO2, H2O, H2S, siloxanes, and other impurities from LFG, RNG is transported and sold into adjoining natural gas pipeline and used for vehicle fuel",,,3.04,Clean Energy Renewables,"Morrow Renewables, LLC","Morrow Renewables, LLC",,No,0.2981,0.0240
1007802,1816,City of Victoria Landfill,TX,Bloomington,Victoria,Public,"City of Victoria, TX","5,430,577",2022,Yes,1.437,0,101879-0,Operational,Project #1,3/27/2014,Direct,Direct Thermal,,13-mile pipeline to INEOS plant,,,1.44,INEOS Nitriles,Renovar Energy Corp.,Kinder Morgan,,No,0.1412,0.0125
1003646,1808,Coastal Plains RDF,TX,Alvin,Galveston,Private,WM,"24,234,767",2022,Yes,1.927,1.05,201451-0,Operational,Project #2,9/30/2020,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Capacity of 1,857 MMBtu/day; CNG; 2-stage PSA system",,,0.879,,Montauk Renewables,Montauk Renewables,BIOFerm Energy Systems,No,0.0862,0.0069
1003439,1509,Covel Gardens RDF,TX,San Antonio,Bexar,Private,WM,"38,926,472",2022,Yes,8.062,5.402,1586-0,Operational,Project #1,12/20/2005,Electricity,Reciprocating Engine,,(6) 1.6-MW Caterpiller 3520C reciprocating engines,4.25,9.6,2.67,CPS Energy,EDL Energy,,"Caterpillar, Inc.",No,0.2151,0.0206
1002321,12101,Fort Bend Regional Landfill,TX,Needville,Fort Bend,Private,GFL Environmental USA Inc.,"15,419,994",2022,Yes,3.285,0.241,181097-0,Operational,Project #1,6/2/2013,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements and catalytic oxygen removal to remove CO2, H2O, H2S, siloxanes, and other impurities from LFG; gas used down the pipeline for vehicle fuel; doubled plant capacity to 8 mmscfd inlet LFG flow",,,3.04,GHI Energy,"Enerdyne Power Systems, Inc.; Morrow Renewables, LLC",DTE Vantage,,No,0.2981,0.0240
1005894,1810,Galveston County LF,TX,Alta Loma,Galveston,Private,"Republic Services, Inc.","19,479,875",2022,Yes,2.651,0.501,101869-0,Operational,Project #1,10/2/2019,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Capacity of 1,857 MMBtu/day; CNG",,,2.15,Opal Fuels LLC,Montauk Renewables,Montauk Renewables,BIOFerm Energy Systems,No,0.2108,0.0170
1005895,1503,Greenwood Farms Landfill,TX,Tyler,Smith,Public,"City of Tyler, TX","11,660,817",2022,Yes,1.952,0.025,1580-0,Operational,Project #1,4/22/2009,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements to remove CO2, H2O, H2S, siloxanes, and other impurities from LFG, RNG is transported and sold into adjoining natural gas pipeline to be used for vehicle fuel",,,1.93,"Anew Climate, LLC; Gulf South Pipeline; L'Oreal USA","Morrow Renewables, LLC","Morrow Renewables, LLC",Fluid Components International (FCI),No,0.1892,0.0152
1006899,1465,McCarty Road LF,TX,Houston,Harris,Private,"Republic Services, Inc.","102,698,106",2022,Yes,11.873,3.377,1542-0,Operational,Project #1,3/1/1986,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,Selexol process is used to separate CO2 and CH4; plant capacity is 9.2 mmscfd inlet,,,5.127,CenterPoint Energy,Montauk Renewables,Montauk Renewables,,No,0.5027,0.0405
1006899,1465,McCarty Road LF,TX,Houston,Harris,Private,"Republic Services, Inc.","102,698,106",2022,Yes,11.873,3.377,201447-0,Operational,Project #3,5/31/2021,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"gross nameplate is >1.1 million Dekatherms/year and capability of processing 4,500 scfm of raw LFG",,,3.383,U.S. Energy,"Ameresco, Inc.",,DMT Clear Gas Solutions LLC,No,0.3317,0.0267
1006817,1459,McCommas Bluff Landfill,TX,Dallas,Dallas,Public,"City of Dallas, TX","58,349,377",2022,Yes,12.262,2.019,1535-0,Shutdown,Project #1,1/1/2000,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"original gas cleaning equipment included: SulfaTreat, temperature swing adsorption (TSA), pressure swing adsorption (PSA) for CO2 removal, and thermal oxidizer",,,5.45,Atmos Energy Corporation,Dallas Landfill Gas Production LLC,Energy Power Partners,,No,0.0000,0.0000
1006817,1459,McCommas Bluff Landfill,TX,Dallas,Dallas,Public,"City of Dallas, TX","58,349,377",2022,Yes,12.262,2.019,1535-1,Shutdown,"Project #1, De-Expansion #1",1/1/2007,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"original gas cleaning equipment included: SulfaTreat, temperature swing adsorption (TSA), pressure swing adsorption (PSA) for CO2 removal, and thermal oxidizer",,,2.8,Atmos Energy Corporation,Dallas Landfill Gas Production LLC,Energy Power Partners,,No,0.0000,0.0000
1006817,1459,McCommas Bluff Landfill,TX,Dallas,Dallas,Public,"City of Dallas, TX","58,349,377",2022,Yes,12.262,2.019,1535-2,Operational,"Project #1, Expansion #1",1/1/2008,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,7,Sacramento Municipal Utility District (SMUD); Shell Energy North America,Cambrian Energy; Clean Energy Renewables,Energy Power Partners,,No,0.6863,0.0552
1006817,1459,McCommas Bluff Landfill,TX,Dallas,Dallas,Public,"City of Dallas, TX","58,349,377",2022,Yes,12.262,2.019,1535-3,Operational,"Project #1, Expansion #2",1/1/2012,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,3,Sacramento Municipal Utility District (SMUD); Shell Energy North America,Cambrian Energy; Clean Energy Renewables,Energy Power Partners,,No,0.2941,0.0237
1006817,1459,McCommas Bluff Landfill,TX,Dallas,Dallas,Public,"City of Dallas, TX","58,349,377",2022,Yes,12.262,2.019,1535-4,Operational,"Project #1, Expansion #3",1/1/2014,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Facility capacity: inlet 15.5 mmscfd raw LFG is capable of producing 9,000 MMBtu/day of renewable natural gas; the RNG is predominantly used to produce renewable electric power by a municipal utility in California",,,1.3,Sacramento Municipal Utility District (SMUD); Shell Energy North America,Cambrian Energy; Clean Energy Renewables,Energy Power Partners,"AirScience; Loci Controls, Inc.",No,0.1275,0.0103
1007893,1807,Mesquite Creek LF,TX,New Braunfels,Comal,Private,WM,"12,830,722",2022,Yes,2.058,0.764,101866-0,Operational,Project #1,12/31/2010,Electricity,Reciprocating Engine,,(2) 1600-kW Caterpillar 3520s,2.36,3.2,1.3,New Braunfels Municipal Utility,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.1194,0.0115
1011256,2285,Nelson Gardens LF,TX,San Antonio,Bexar,Public,"City of San Antonio, TX","11,802,410",1993,Yes,0.796,,180352-0,Operational,Project #1,4/1/2014,Electricity,Reciprocating Engine,,(4) GE-Jenbacher 320 engines,1.15,4.24,0.795,CPS Energy,"Greenfield Energy, LLC","Nelson Gardens Energy, LLC",GE Energy - Jenbacher Gas Engines,No,0.0582,0.0056
1004377,12201,NTMWD 121 Regional Disposal Facility,TX,Melissa,Collin,Public,"North Texas Municipal Water District, TX","14,633,330",2022,Yes,8.445,0.13,181123-0,Operational,Project #1,12/15/2017,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements to remove CO2, H2O, H2S, siloxanes, and other impurities from LFG, RNG is transported 5.5 miles and sold into adjoining natural gas pipeline to be used for vehicle fuel; plant capacity is 11 mmscfd inlet",,,8.32,Atmos Pipeline-Texas; Clean Energy Renewables,"Morrow Renewables, LLC","Morrow Renewables, LLC",,No,0.8158,0.0657
1006227,1472,Pine Hill Landfill,TX,Kilgore,Gregg,Private,Four-S Oil Company,"13,550,103",2022,Yes,1.644,0.009,1549-0,Operational,Project #1,7/20/2017,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements to remove CO2, H2O, H2S, siloxanes, and other impurities from LFG, RNG is transported and sold into adjoining natural gas pipeline to be used for vehicle fuel",,,1.64,Clean Energy Renewables; Gulf South Pipeline,"Morrow Renewables, LLC","Morrow Renewables, LLC",,No,0.1608,0.0129
1003281,1497,Seabreeze Environmental Landfill,TX,Angleton,Brazoria,Private,Waste Connections Inc. - Central Region,"28,593,937",2022,Yes,1.711,0.368,1574-0,Operational,Project #1,3/31/2018,Renewable Natural Gas,Industrial,Pipeline Injection,"Physical solvent process with patented enhancements and catalytic oxygen removal to remove CO2, H2O, H2S, siloxanes, and other impurities from LFG; gas used down the pipeline for industrial use",,,1.34,OCI NV,DTE Vantage,DTE Vantage,,No,0.1314,0.0116
1007895,1505,Security Recycling and Disposal LF,TX,Cleveland,Montgomery,Private,WM,"13,335,339",2022,Yes,3.163,3.157,1582-0,Operational,Project #1,5/1/2003,Electricity,Reciprocating Engine,,"(2) Jenbacher 616 engines, 1.667 MW each",0.01,3.33,0.006,Entergy,,Montauk Renewables,GE Energy - Jenbacher Gas Engines,No,0.0005,0.0001
1007852,1456,Skyline LF,TX,Ferris,Dallas,Private,WM,"31,496,317",2022,Yes,8.079,1.102,201444-0,Operational,Project #2,2/1/2020,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"5,000 scfm inlet capacity, product gas capacity is 3,300 MMBtu/day or 1.6 mil DGE/yr; Non-regenerative media H2S removal, membranes for CO2 removal, PSA for N2 removal",,,6.98,Atmos Energy Corporation,"WM Renewable Energy, LLC","WM Renewable Energy, LLC",,Yes,0.6844,0.0551
1002471,1820,Tessman Road Landfill,TX,San Antonio,Bexar,Private,"Republic Services, Inc.","37,626,929",2022,Yes,6.534,0.683,201450-0,Operational,Project #2,12/31/2021,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,will produce enough RNG to fuel 75% of VIA fleet of 502 buses,,,5.86,CPS Energy; VIA Metropolitan Transit Authority,EDL Energy,,,No,0.5746,0.0462
1006465,1485,Turkey Creek Landfill,TX,Alvarado,Johnson,Private,"Waste Connections, Inc.","11,022,493",2013,Yes,3.307,0.042,1562-0,Operational,Project #1,9/1/2011,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements and catalytic oxygen removal - removes CO2, H2O, H2S, siloxanes, and other impurities from LFG; gas is transported and sold into adjoining natural gas pipeline; plant capacity is 4 mmscfd inlet",,,1.22,"Anew Climate, LLC; EagleRidge Midstream, LLC","Morrow Renewables, LLC","Morrow Renewables, LLC",Houston Service Industries,No,0.1196,0.0096
1006465,1485,Turkey Creek Landfill,TX,Alvarado,Johnson,Private,"Waste Connections, Inc.","11,022,493",2013,Yes,3.307,0.042,1562-1,Operational,"Project #1, Expansion #1",1/1/2019,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements and catalytic oxygen removal - removes CO2, H2O, H2S, siloxanes, and other impurities from LFG; gas is transported and sold into adjoining natural gas pipeline; plant capacity is 4 mmscfd inlet",,,2.12,"Anew Climate, LLC; EagleRidge Midstream, LLC","Morrow Renewables, LLC","Morrow Renewables, LLC",Houston Service Industries,No,0.2079,0.0167
1011032,20763,Twin Oaks Landfill,TX,Anderson,Grimes,Public,"Brazos Valley SWMA, TX","4,525,575",2022,Yes,1.175,1.131,200990-0,Operational,Project #1,12/28/2022,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,0.046,"Anew Climate, LLC",Morrow Energy,Morrow Energy,,No,0.0045,0.0004
1007840,1519,Westside RDF,TX,Aledo,Tarrant,Private,WM,"12,328,360",2007,Yes,1.398,0.456,1596-0,Operational,Project #1,3/15/2010,Electricity,Reciprocating Engine,,"Originally (3) 1,600-kW Caterpillar 3520s, (1) removed in 2017",1.82,4.8,0.96,Electric Reliability Council of Texas [ERCOT],"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.0921,0.0088
1007282,1541,Davis County Landfill,UT,Layton,Davis,Private,"Wasatch Integrated Waste Management District, UT","5,150,066",2022,Yes,2.099,1.139,1618-0,Operational,Project #1,1/13/2005,Electricity,Reciprocating Engine,,"3,000 foot pipeline to AFB property line, then ~6,000 feet more to 2 Caterpillar low-Btu-configured engine generator sets",1.2,1.32,0.9,Hill Air Force Base,"Ameresco, Inc.",,"Caterpillar, Inc.",No,0.0607,0.0058
1007282,1541,Davis County Landfill,UT,Layton,Davis,Private,"Wasatch Integrated Waste Management District, UT","5,150,066",2022,Yes,2.099,1.139,1618-1,Operational,"Project #1, Expansion #1",7/1/2008,Electricity,Reciprocating Engine,,"3,000 foot pipeline to AFB property line, then ~6,000 feet more to (1) Jenbacher 320 engine (1,057 kw)",1.05,1.05,0.55,Hill Air Force Base,"Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines,No,0.0531,0.0051
1007282,1541,Davis County Landfill,UT,Layton,Davis,Private,"Wasatch Integrated Waste Management District, UT","5,150,066",2022,Yes,2.099,1.139,201732-0,Operational,Project #2,1/1/2023,Electricity,Reciprocating Engine,,Cat G3520C; Onsite data center,1.3,1.6,0.864,Nodal Power,Nodal Power,Nodal Power,"Caterpillar, Inc.",Yes,0.0658,0.0063
1003471,1542,Salt Lake Valley LF,UT,Salt Lake City,Salt Lake,Public,"Salt Lake City, UT; Salt Lake County, UT","18,194,683",2022,Yes,4.047,1.602,1619-0,Operational,Project #1,6/30/2006,Electricity,Reciprocating Engine,,(2) 800 kW engines and (1) 1.6 MW engine,2.93,3.2,1.518,Murray City Power,"Aria Energy, LLC; DTE Vantage",DTE Vantage; Energy Power Partners,,No,0.1483,0.0142
1003864,1543,Trans-Jordan LF,UT,South Jordan,Salt Lake,Public,"Trans-Jordan Cities, UT","11,960,942",2022,Yes,2.274,0,1620-0,Operational,Project #1,4/1/2009,Electricity,Reciprocating Engine,,(3) Caterpillar 3520s,4.43,4.8,2.25,Murray City Power,Granger Energy,EDL Energy,"Caterpillar, Inc.",No,0.2242,0.0215
1003826,1595,Atlantic Waste Disposal Inc.,VA,Waverly,Sussex,Private,WM,"43,713,225",2022,Yes,11.706,8.826,200973-0,Operational,Project #2,12/31/2021,Direct,Leachate Evaporation,,,,,2.88,WM,WM,WM,,Yes,0.2824,0.0249
1007689,1584,Bethel LF,VA,Hampton,Hampton city,Private,WM,"21,202,871",2022,Yes,3.535,1.093,180857-0,Operational,Project #2,4/18/2008,Electricity,Reciprocating Engine,,(6) Caterpillar 3516 engines,4.45,4.8,2.44,Constellation,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.2252,0.0216
1004848,10081,Bristol Integrated Solid Waste Management Facility,VA,Bristol,Bristol city,Public,"City of Bristol, VA","5,197,853",2022,Yes,0.951,0.464,180819-0,Operational,Project #1,12/18/2015,Electricity,Reciprocating Engine,,(12) overhauled diesel engines from commercial trucks use LFG and fuel oil to generate power (was 18 engines originally),0.65,3.6,0.488,Tennessee Valley Authority (TVA),INGENCO,"Archaea Energy, LLC",,No,0.0329,0.0032
1007680,2333,Brunswick Waste Management Facility,VA,Lawrenceville,Brunswick,Private,"Republic Services, Inc.","15,913,739",2022,Yes,3.257,0.782,180429-0,Operational,Project #1,12/6/2007,Electricity,Reciprocating Engine,,Detroit Diesel engines,5.12,10.5,2.531,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC",,No,0.2591,0.0249
1007583,1575,Charles City County SLF,VA,Charles City,Charles City,Private,WM,"20,580,910",2022,Yes,5.384,1.536,180276-0,Operational,Project #2,3/1/2004,Electricity,Reciprocating Engine,,"(48) used Detroit Diesel tractor trailer, dual-fuel engines (Model 6063-GK60) each driving a 340-kW generator, peaking plant",6.83,16.8,3.772,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC",,No,0.3456,0.0332
1007583,1575,Charles City County SLF,VA,Charles City,Charles City,Private,WM,"20,580,910",2022,Yes,5.384,1.536,201542-0,Operational,Project #3,12/31/2022,Direct,Leachate Evaporation,,"Heartland Water Technology LM-HT (direct-contact) Leachate Concentrator Type 4 with rated capacity of 2,292 gal/hr using thermal energy from enclosed flare with rated capacity of 30 MMBtu/hr; can evaporate up to 55,000 GPD.",,,0.07,,"Archaea Energy, LLC","Archaea Energy, LLC","Heartland Water Technology, Inc",No,0.0069,0.0006
1004247,1583,Frederick County Regional Landfill,VA,Winchester,Frederick,Public,"County of Frederick, VA","5,193,241",2022,Yes,0.477,0.019,1660-0,Operational,Project #1,1/1/2002,Direct,Direct Thermal,,"infrared tube heaters used to heat LF maintenance building are on a thermostat and come on when it's cold enough to need them, pull 30 cfm when on",,,0.022,Frederick County SLF,"County of Frederick, VA","County of Frederick, VA",,Yes,0.0022,0.0002
1004247,1583,Frederick County Regional Landfill,VA,Winchester,Frederick,Public,"County of Frederick, VA","5,193,241",2022,Yes,0.477,0.019,181061-0,Operational,Project #2,11/4/2010,Electricity,Reciprocating Engine,,(2) GE Jenbacher J320 engines,0.95,2.1,0.457,"PJM Interconnection, LLC","County of Frederick, VA","County of Frederick, VA","GE Energy - Jenbacher Gas Engines; Perennial Energy, Inc.",Yes,0.0481,0.0046
,10940,Hanover 301 LF,VA,Hanover,Hanover,Public,"Hanover County, VA","850,000",,Yes,,,180940-0,Operational,Project #1,6/15/2008,Direct,Direct Thermal,,"LFG fuels paint evaporator 5 days per week, flow to evaporator can range from 2 to 90 scfm during operation",,,0.015,"Hanover County, VA","Hanover County, VA",,,Yes,0.0015,0.0001
1006057,12102,I-66 Landfill,VA,Fairfax,Fairfax,Public,"County of Fairfax, VA","5,000,000",,Yes,0.536,0.104,181098-0,Shutdown,Project #1 - Phase 1,1/1/2009,Direct,Direct Thermal,,"LFG provides 4 MMBtu/hr to infrared heaters in Dept of Vehicle Services building, truck wash facility, worker facility, and welding shop within the I-66 Landfill Complex; offsets NG and/or propane",,,0.202,"County of Fairfax, VA","County of Fairfax, VA","County of Fairfax, VA",,Yes,0.0000,0.0000
1006057,12102,I-66 Landfill,VA,Fairfax,Fairfax,Public,"County of Fairfax, VA","5,000,000",,Yes,0.536,0.104,181098-1,Shutdown,Project #1 - Phase 2,10/1/2011,Direct,Direct Thermal,,"2,000-ft pipeline delivers 3.9 MMBtu/hr of LFG to 24 infrared heaters at County DOT bus maintenance facility, 11 infrared heaters at DOT bus wash & fueling facility, and 3 rooftop furnaces at Public Works & Env. Services bldg; heating 80,000 sq ft total",,,0.274,"County of Fairfax, VA","County of Fairfax, VA","County of Fairfax, VA",,Yes,0.0000,0.0000
1006057,12102,I-66 Landfill,VA,Fairfax,Fairfax,Public,"County of Fairfax, VA","5,000,000",,Yes,0.536,0.104,181098-2,Operational,"Project #1, De-Expansion #1",1/1/2020,Direct,Direct Thermal,,"LFG used in infrared heaters in a regional commuter bus maintenance garage, which offsets NG and/or propane; 2,000-ft pipeline delivers ~8.8 million scf LFG annually",,,0.024,"County of Fairfax, VA","County of Fairfax, VA","County of Fairfax, VA",,Yes,0.0024,0.0002
1002110,1580,I-95 Landfill,VA,Lorton,Fairfax,Public,"County of Fairfax, VA","16,544,910",1995,Yes,1.849,0.01,1657-0,Shutdown,Project #1,1/1/1991,Electricity,Reciprocating Engine,,"Phase 1 - LFG is compressed and conditioned to remove moisture, trap foreign matter, and cool it to fuel four Caterpillar 3516 engines",2.49,3.2,1.4,Dominion Energy Virginia,"Aria Energy, LLC",Energy Power Partners,"Caterpillar, Inc.",No,0.0000,0.0000
1002110,1580,I-95 Landfill,VA,Lorton,Fairfax,Public,"County of Fairfax, VA","16,544,910",1995,Yes,1.849,0.01,1657-1,Operational,"Project #1, Expansion #1",1/1/1993,Electricity,Reciprocating Engine,,"Phase 2 - LFG is compressed and conditioned to remove moisture, trap foreign matter, and cool it to fuel four Caterpillar 3516 engines",2.77,3.2,1.74,Dominion Energy Virginia,"Aria Energy, LLC",Energy Power Partners,"Caterpillar, Inc.",No,0.1402,0.0135
1002110,1580,I-95 Landfill,VA,Lorton,Fairfax,Public,"County of Fairfax, VA","16,544,910",1995,Yes,1.849,0.01,166989-0,Shutdown,Project #2,5/1/1997,Direct,Direct Thermal,,"Phase III - LFG is compressed and conditioned to remove moisture, trap foreign matter, and cooled to convey it via a 3-mile pipeline to the county WWTP sludge incinerator",,,0.4,Noman Cole Jr. Pollution Control Plant,"Aria Energy, LLC",Energy Power Partners,,No,0.0000,0.0000
1002110,1580,I-95 Landfill,VA,Lorton,Fairfax,Public,"County of Fairfax, VA","16,544,910",1995,Yes,1.849,0.01,166989-1,Operational,"Project #2, De-Expansion #1",1/1/2014,Direct,Direct Thermal,,"Phase III - LFG is compressed and conditioned to remove moisture, trap foreign matter, and cooled to convey it via a 3-mile pipeline to the county WWTP sludge incinerator",,,0.1,Noman Cole Jr. Pollution Control Plant,"Aria Energy, LLC",Energy Power Partners,,No,0.0098,0.0009
1006300,2444,King and Queen Landfill,VA,Little Plymouth,King and Queen,Public,"King and Queen County, VA","22,337,075",2022,Yes,4.005,0.753,180812-0,Operational,Project #1,12/7/2007,Electricity,Reciprocating Engine,,Detroit Diesel engines,7.07,10,3.26,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC",Fluid Components International (FCI),No,0.3578,0.0343
1007674,2071,King George Landfill Inc.,VA,King George,King George,Public,"King George County, VA","35,829,175",2022,Yes,12.88,5.471,180122-0,Operational,Project #1,5/1/2010,Electricity,Gas Turbine,,"(3) Solar Centaur 40 gas turbines at 3,330 kw each; sulfur pre-treatment",8.1,9.3,5.56,Constellation,"WM Renewable Energy, LLC",,Solar Turbines Incorporated,Yes,0.4099,0.0393
1007674,2071,King George Landfill Inc.,VA,King George,King George,Public,"King George County, VA","35,829,175",2022,Yes,12.88,5.471,180122-1,Operational,"Project #1, Expansion #1",1/1/2011,Electricity,Gas Turbine,,"(1) Solar Centaur 40 turbine at 3,300 kw; sulfur pretreatment",2.7,3.1,1.86,Constellation,"WM Renewable Energy, LLC",,Solar Turbines Incorporated,Yes,0.1366,0.0131
1007674,2071,King George Landfill Inc.,VA,King George,King George,Public,"King George County, VA","35,829,175",2022,Yes,12.88,5.471,180122-2,Operational,"Project #1, Expansion #2",1/1/2012,Electricity,Cogeneration,,"(3) 30,000-gallon/day Heartland Concentrators for leachate evaporation, each one atop a turbine to capture and use waste heat",0,0,0,"King George County, VA","WM Renewable Energy, LLC",,"Cameron Compression Systems; Heartland Water Technology, Inc; Solar Turbines Incorporated",Yes,0.0000,0.0000
1007610,1571,Maplewood Recycling & Waste Disposal,VA,Jetersville,Amelia,Private,WM,"14,286,796",2022,Yes,3.528,1.573,1648-0,Operational,Project #1,8/28/2001,Electricity,Reciprocating Engine,,"36 engines installed in 2001 burn a blend of 70% LFG and 30% diesel, each producing 350 kW; peaking plant expanded to 48 engines in 2014",2.19,12.6,1.23,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC",,No,0.1108,0.0106
1007610,1571,Maplewood Recycling & Waste Disposal,VA,Jetersville,Amelia,Private,WM,"14,286,796",2022,Yes,3.528,1.573,201557-0,Operational,Project #2,1/1/2022,Direct,Leachate Evaporation,,,,,0.78,,WM,WM,,Yes,0.0765,0.0067
1004565,1588,Martinsville SLF,VA,Martinsville,Henry,Public,"City of Martinsville, VA","1,740,298",2005,Yes,0.181,0,1667-0,Operational,Project #1,2/29/2012,Electricity,Reciprocating Engine,,GE Jenbacher engine,0.44,1.06,0.2,"City of Martinsville, VA","Dominion Energy, Inc.",,GE Energy - Jenbacher Gas Engines,No,0.0223,0.0021
1007635,2072,Middle Peninsula Landfill,VA,Saluda,Gloucester,Private,WM,"13,286,731",2022,Yes,4.513,1.498,180123-0,Operational,Project #1,9/1/2009,Electricity,Reciprocating Engine,,(8) Caterpillar 3516s,5.79,6.4,3.02,Constellation,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.2930,0.0281
