GHGRP ID,Landfill ID,Landfill Name,State,City,County,Ownership Type,Landfill Owner Organization(s),Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1004042,981,Seneca Meadows SWMF,NY,Waterloo,Seneca,Private,"Waste Connections, Inc.","52,621,226",2022,Yes,15.913,1.7,181144-0,Operational,Project #2,3/3/2014,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"LFG-to-RNG plant; initially 3,000 cfm LFG inlet / 1,425 cfm RNG outlet; increased design capacity to 6,000 cfm LFG inlet; uses Air Liquide-MEDAL system; end use of LFG is to create vehicle fuel",,,7.611,BP Products North America,"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC",Air Liquide Biogas,No,0.7462,0.0601
1005155,988,Town of Colonie SLF,NY,Cohoes,Albany,Public,"Town of Colonie, NY","9,198,250",2022,Yes,2.831,0.085,1060-0,Operational,Project #1,3/9/2006,Electricity,Reciprocating Engine,,(3) 3520 Caterpillar engines in 2006 & (1) 3520 Caterpillar engine in 2016,4.38,6.4,2.746,National Grid,"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC; Colonie, LLC; Innovative Energy Systems, LLC","Caterpillar, Inc.",No,0.2216,0.0213
,1030,Troy SLF,NY,Troy,Rensselaer,Public,"City of Troy, NY","1,500,000",,Yes,0.36,,1102-0,Operational,Project #1,3/1/2004,Electricity,Cogeneration,,"3,100-ft pipeline to 825 kW internal combustion generator, also two 1.35 MW units & one 770 kW unit firing NG & one 2.25 MW diesel unit as backup; waste heat powers a heating/air conditioning system; LFG is blended with another fuel",0.825,0.825,0.36,Hudson Valley Community College (HVCC),"Siemens Building Technologies, Inc.",,Siemens,No,0.0418,0.0040
1007722,1195,American LF,OH,Waynesburg,Stark,Private,WM,"37,747,779",2022,Yes,3.304,0.454,1269-0,Shutdown,"Project #1, Medium-Btu",4/1/2004,Direct,Medium Btu,,injecting LFG into a NG reserve w/o first separating the CO2,,,4.1,Dominion Energy Ohio,"Toro Energy, Inc.","Horizon LFG, Inc.",,No,0.0000,0.0000
1007722,1195,American LF,OH,Waynesburg,Stark,Private,WM,"37,747,779",2022,Yes,3.304,0.454,1269-1,Operational,"Project #1, RNG",1/1/2014,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,CO2 removal added to existing medium-Btu project in 2014; produces gas at about 850 Btu so product is blended with NG at Dominion blending plant before going into NG pipeline; CNG fuel,,,2.85,Dominion Energy Ohio,"WM Renewable Energy, LLC","WM Renewable Energy, LLC",,Yes,0.2794,0.0225
1006777,12061,Apex Sanitary Landfill,OH,Amsterdam,Jefferson,Private,Apex Environmental LLC,"25,399,020",2022,Yes,4.202,0.176,181088-0,Operational,Project #1,8/14/2018,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"designed for 5.2 mmscfd inlet, Air Liquide CO2 membrane separation",,,3.47,"Utica Gas Services, LLC",Montauk Renewables,Montauk Renewables,Air Liquide Biogas; Houston Service Industries,No,0.3402,0.0274
1006777,12061,Apex Sanitary Landfill,OH,Amsterdam,Jefferson,Private,Apex Environmental LLC,"25,399,020",2022,Yes,4.202,0.176,181088-1,Planned,"Project #1, Expansion #1",12/31/2024,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,,,Montauk Renewables,Montauk Renewables,,No,0.0000,0.0000
1003102,1187,Carbon Limestone LF,OH,Lowellville,Mahoning,Private,"Republic Services, Inc.","41,146,343",2022,Yes,11.419,4.255,201544-0,Operational,Project #2,8/3/2023,Renewable Natural Gas,Other,Pipeline Injection,desgined to produce 1.7 mil MMBtu of RNG per year,,,,NW Natural,EDL Energy,,,No,0.0000,0.0000
1006103,1172,Erie County SLF,OH,Milan,Erie,Public,"Erie County, OH","5,091,289",2021,Yes,0.985,0.021,1246-0,Operational,Project #1,4/7/2010,Electricity,Reciprocating Engine,,Caterpillar 1.6-MW engine,1.22,1.6,0.65,"American Municipal Power, Inc.; City of Oberlin, OH","Bio-Gas Technologies, Ltd.",,"Caterpillar, Inc.",No,0.0617,0.0059
1006103,1172,Erie County SLF,OH,Milan,Erie,Public,"Erie County, OH","5,091,289",2021,Yes,0.985,0.021,1246-1,Operational,"Project #1, Expansion #1",8/1/2014,Electricity,Reciprocating Engine,,,0.59,0.8,0.34,"American Municipal Power, Inc.","Bio-Gas Technologies, Ltd.",,,No,0.0299,0.0029
1003787,1175,Franklin County SLF,OH,Grove City,Franklin,Public,"Solid Waste Authority of Central Ohio, OH","29,305,936",2022,Yes,8.461,0.461,200849-0,Operational,Project #3,2/1/2014,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"pipeline quality gas is injected into nearby natural gas pipeline for sale to power company in CA, not at full capacity initially, piped gas is used in transportation sector; membrane separation system and PSA",,,2.4,Sacramento Municipal Utility District (SMUD),"Aria Energy, LLC","Archaea Energy, LLC; Solid Waste Authority of Central Ohio, OH",,No,0.2353,0.0189
1003787,1175,Franklin County SLF,OH,Grove City,Franklin,Public,"Solid Waste Authority of Central Ohio, OH","29,305,936",2022,Yes,8.461,0.461,200849-1,Operational,"Project #3, Expansion #1",12/31/2015,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"pipeline quality gas is injected into nearby natural gas pipeline for sale to power company in CA, piped gas is used in transportation sector; membrane separation system and PSA",,,4.4,Sacramento Municipal Utility District (SMUD),"Aria Energy, LLC","Archaea Energy, LLC; Solid Waste Authority of Central Ohio, OH",,No,0.4314,0.0347
1003787,1175,Franklin County SLF,OH,Grove City,Franklin,Public,"Solid Waste Authority of Central Ohio, OH","29,305,936",2022,Yes,8.461,0.461,200849-2,Operational,"Project #3, Expansion #2",1/1/2018,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"pipeline quality gas is injected into nearby natural gas pipeline for sale to power company in CA, piped gas is used in transportation sector; membrane separation system and PSA",,,1.2,BP Products North America,"Aria Energy, LLC","Archaea Energy, LLC; Solid Waste Authority of Central Ohio, OH",,No,0.1177,0.0095
1003392,1159,Geneva Landfill,OH,Geneva,Ashtabula,Private,WM,"6,421,241",2022,Yes,1.222,0.021,1233-0,Operational,Project #1,4/1/2013,Electricity,Reciprocating Engine,,(5) Caterpillar 3516s,2.3,4,1.2,"City of Oberlin, OH","WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.1164,0.0112
1003638,1179,Hancock County Sanitary LF,OH,Findlay,Hancock,Public,"Hancock County, OH","3,000,000",2014,Yes,1.66,,1253-0,Operational,Project #1,8/27/2014,Electricity,Reciprocating Engine,,(4) re-built Caterpillar 3516 engine generator sets,3.2,3.2,1.584,Hancock-Wood Electric Cooperative,Granger Energy,,"Caterpillar, Inc.",No,0.1619,0.0155
1007756,2243,Mahoning LF,OH,New Springfield,Mahoning,Private,WM,"7,835,537",2022,Yes,1.646,0.051,180331-0,Operational,Project #1,2/15/2013,Electricity,Reciprocating Engine,,(5) CAT 3516 engines running initially,3.17,4,1.6,"City of Oberlin, OH","WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",No,0.1604,0.0154
1004850,2245,Noble Road LF,OH,Shiloh,Richland,Private,Rumpke,"19,000,811",2022,Yes,3.069,1.104,180333-0,Operational,Project #1,3/3/2022,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"33.1-mile pipeline to transport RNG; will produce 6.9 mil GGEs/yr, enough to fuel 725 trucks; membrane technology",,,1.97,OPAL Fuels LLC,Fortistar Methane Group,,Air Liquide Biogas,No,0.1932,0.0155
1003390,1977,North Sanitary Landfill,OH,Dayton,Montgomery,Private,WM,"6,150,000",,Yes,0.77,,167062-0,Shutdown,Combination Project,5/1/2003,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,gas processing equipment removes CO2 to produce methane meeting NG pipeline quality specifications; delivery of processed LFG into local gas distribution system; uses Kryosol Solvent technology; gas used down the pipeline for CNG vehicle fuel,,,2.672,DTE Energy; Los Angeles Department of Water & Power (LADWP); Shell Energy North America,"Biogas Energy, LP",DTE Vantage,,No,0.0000,0.0000
1002425,1163,Rumpke Brown County Landfill,OH,Georgetown,Brown,Private,Rumpke,"10,155,831",2022,Yes,2.264,0.676,1237-0,Operational,Project #1,7/13/2017,Electricity,Reciprocating Engine,,(3) Caterpillar 3520 engines at 1.6 MW each,3,4.8,1.59,"American Municipal Power, Inc.",EDL Energy,EDL Energy,"Caterpillar, Inc.",No,0.1518,0.0146
1004856,1177,"Rumpke SLF, Inc.",OH,Cincinnati,Hamilton,Private,Rumpke,"70,517,484",2022,Yes,10.472,1.115,1251-0,Operational,Project #1,1/1/1986,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"LFG blended with NG for delivery to NG customers; Pretreatment: non-methane hydrocarbon removal via chilling & activated carbon absorption, 2 compressors driven by 700 HP electric motors, uses QuestAir PSA technology; also fuels 125 Rumpke trucks",,,9.36,Duke Energy; Los Angeles Department of Water & Power (LADWP); Rumpke; Shell Energy North America,"GSF Energy, LLC; Montauk Renewables",Montauk Renewables,Xebec Adsorption Inc.,No,0.9177,0.0739
1007811,1941,Stony Hollow Landfill Inc.,OH,Dayton,Montgomery,Private,WM,"12,434,338",2022,Yes,2.097,0.346,167062-0,Shutdown,Combination Project,5/1/2003,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,gas processing equipment removes CO2 to produce methane meeting NG pipeline quality specifications; delivery of processed LFG into local gas distribution system; uses Kryosol Solvent technology; gas used down the pipeline for CNG vehicle fuel,,,2.672,DTE Energy; Los Angeles Department of Water & Power (LADWP); Shell Energy North America,"Biogas Energy, LP",DTE Vantage,,No,0.0000,0.0000
1007811,1941,Stony Hollow Landfill Inc.,OH,Dayton,Montgomery,Private,WM,"12,434,338",2022,Yes,2.097,0.346,167062-1,Operational,"Project #1, De-Expansion #1",1/1/2016,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,gas processing equipment removes CO2 to produce methane meeting NG pipeline quality specifications; delivery of processed LFG into local gas distribution system; uses Kryosol Solvent technology; gas used down the pipeline for CNG vehicle fuel,,,1.75,DTE Energy; Los Angeles Department of Water & Power (LADWP); Shell Energy North America,DTE Vantage,,,No,0.1716,0.0138
1003661,2247,Suburban South R&D,OH,Glenford,Perry,Private,WM,"14,830,566",2022,Yes,1.898,0.014,180335-0,Operational,Project #1,1/1/2011,Electricity,Reciprocating Engine,,(7) 800-kW Caterpillar 3516s,3.72,5.6,1.89,"Buckeye Power, Inc.","WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.1882,0.0181
1002552,12142,American Environmental Landfill,OK,Sand Springs,Osage,Private,"American Environmental Landfill, Inc.","11,445,174",2022,Yes,1.151,0.004,181113-0,Operational,Project #1,4/17/2013,Electricity,Reciprocating Engine,,(2) Caterpillar 3520 engines,1.94,3.2,1.14,Oklahoma Municipal Power Authority,Montauk Renewables,Montauk Renewables,"Caterpillar, Inc.",No,0.0982,0.0094
1007801,1227,East Oak SLF,OK,Oklahoma City,Oklahoma,Private,WM,"22,348,619",2022,Yes,3.484,1.253,201436-0,Operational,Project #2,5/31/2022,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,Selexol plus cryogenic nitrogen rejection,,,2.23,,,WM,Air Liquide Biogas,No,0.2186,0.0176
1007624,1226,Oklahoma City Landfill,OK,Oklahoma City,Oklahoma,Private,Waste Connections Inc. - Central Region,"16,141,697",2022,Yes,2.676,0.001,1301-0,Operational,Project #1,5/1/2008,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"3 mmscfd facility removes water, H2S, and organic compounds from the LFG, then removes CO2 in a 2-stage Air Liquide membrane separator; automated GCCS system added in late 2017 for highest-producing wells",,,2.674,Westar Energy,"Aria Energy, LLC; Timberline Energy, LLC","Archaea Energy, LLC","Air Liquide Biogas; Hoffman & Lamson; LoCI Controls, Inc.",No,0.2622,0.0211
1002323,12021,Sooner Landfill,OK,Wewoka,Seminole,Private,GFL Environmental USA Inc.,"963,238",2018,Yes,0.504,0,181086-0,Operational,Project #1,10/17/2011,Direct,Direct Thermal,,"1,200-foot pipeline transports LFG to brick facility next door, provides ~9 MMBtu/day and fires 5 burner groups in Kiln A, displaces natural gas",,,0.25,Commercial Brick Corporation,"Wewoka Gas Producers, LLC",,,No,0.0245,0.0022
1005729,2384,Southeast OKC Landfill,OK,Oklahoma City,Oklahoma,Private,"Republic Services, Inc.","19,531,069",2022,Yes,5.046,1.188,200978-0,Operational,Project #4,9/24/2018,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Design = 3,000 scfm LFG inlet, pretreated to remove moisture & PM then Air Liquide's Biogaz Membrane system, for ~2 mmscfd RNG at 98% CH4 which is piped ~8 mi to existing NG pipeline; RNG used as fuel for NG vehicle fleets inc. heavy-duty trucks",,,3.86,BP Products North America,"Aria Energy, LLC","Archaea Energy, LLC; CEFARI RNG OKC, LLC",,No,0.3785,0.0305
1002234,1225,Southern OK Regional Disposal LF,OK,Ardmore,Carter,Public,"Southern Oklahoma Regional Disposal, Inc., OK","4,822,651",2022,Yes,0.526,0.03,1299-0,Operational,Project #1,7/5/2018,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"RNG plant with pipeline connection; CO2 scrubbers, O2 removal, activated carbon",,,0.497,"XTO Energy, Inc.","Lynx Renewable Energy, LLC","Lynx Renewable Energy, LLC",,No,0.0487,0.0039
1007054,1246,Coffin Butte LF,OR,Corvallis,Benton,Private,"Republic Services, Inc.","19,735,188",2022,Yes,3.896,1.719,1321-0,Operational,Project #1,10/1/1995,Electricity,Reciprocating Engine,,(3) Caterpillar 3516 engines,2.35,2.4,1.4,Pacific Northwest Generating Cooperative,Power Resources Cooperative,,"Caterpillar, Inc.",Yes,0.1189,0.0114
1007054,1246,Coffin Butte LF,OR,Corvallis,Benton,Private,"Republic Services, Inc.","19,735,188",2022,Yes,3.896,1.719,1321-1,Operational,"Project #1, Expansion #1",10/1/2007,Electricity,Reciprocating Engine,,(2) Caterpillar 3520 engines,2.6,3.2,1.2,Pacific Northwest Generating Cooperative,Power Resources Cooperative,,"Caterpillar, Inc.",Yes,0.1316,0.0126
1007989,1241,Columbia Ridge LF,OR,Arlington,Gilliam,Private,WM,"66,976,355",2022,Yes,10.876,5.488,1316-0,Operational,Project #1,12/15/2009,Electricity,Reciprocating Engine,,(8) Caterpillar 3516s with 800 kW rated capacity each (10.49 MMBtu/hr),5.63,6.4,2.92,Seattle City Light,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.2849,0.0273
1007989,1241,Columbia Ridge LF,OR,Arlington,Gilliam,Private,WM,"66,976,355",2022,Yes,10.876,5.488,1316-1,Operational,"Project #1, Expansion #1",8/31/2014,Electricity,Reciprocating Engine,,"(4) Caterpillar 3520C engines, each with 1.6-MW rated capacity (17.44 MMBtu/hr)",4.79,6.4,2.48,Seattle City Light,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.2424,0.0233
1005652,2073,Dry Creek Landfill,OR,Eagle Point,Jackson,Private,Rogue Disposal & Recycling,"9,525,714",2022,Yes,3.688,2.455,180125-0,Operational,Project #1,5/15/2007,Electricity,Reciprocating Engine,,(2) Caterpillar 3520 engine/generator sets,1.61,3.2,1.085,PacifiCorp,Oregon Environmental Industries (OEI),Oregon Environmental Industries (OEI),"Caterpillar, Inc.",No,0.0815,0.0078
1004516,1242,Finley Buttes Regional Landfill,OR,Boardman,Morrow,Private,"Waste Connections, Inc.","15,860,331",2022,Yes,2.102,0.002,1317-0,Operational,Project #1,12/15/2007,Electricity,Cogeneration,,"(2) Caterpillar reciprocating engines with waste heat recovery; 10-11 MMBtu/hr of 220 degree F water to preheat the air used to deyhdrate onions, reducing plant's use of NG by ~180 cfm",2.83,3.2,1.403,Cascade Specialties; PacifiCorp,Finley BioEnergy LLC,"Archaea Energy, LLC","Caterpillar, Inc.",No,0.1432,0.0137
1004516,1242,Finley Buttes Regional Landfill,OR,Boardman,Morrow,Private,"Waste Connections, Inc.","15,860,331",2022,Yes,2.102,0.002,1317-1,Operational,"Project #1, Expansion #1",1/1/2009,Electricity,Cogeneration,,(1) additional 1.6-MW engine,1.42,1.6,0.702,Cascade Specialties; PacifiCorp,,"Archaea Energy, LLC","Caterpillar, Inc.",No,0.0719,0.0069
1007687,1248,"Riverbend Landfill Company, Inc.",OR,McMinnville,Yamhill,Private,WM,"16,676,913",2022,Yes,2.48,0.658,181029-0,Operational,Project #2,6/30/2010,Electricity,Reciprocating Engine,,(6) 800-kW Caterpillar 3516s,3.25,4.8,1.82,McMinnville Power & Light,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.1645,0.0158
1005384,1245,Roseburg LF,OR,Roseburg,Douglas,Public,"Douglas County, OR","4,146,081",2022,Yes,0.454,0.021,1320-0,Operational,Project #1,12/14/2011,Electricity,Reciprocating Engine,,,0.89,1.6,0.434,Pacific Power,Roseburg LFG Energy,,,No,0.0450,0.0043
1007001,1247,Short Mountain LF,OR,Eugene,Lane,Public,"Lane County, OR","10,644,346",2022,Yes,1.243,0,1322-0,Operational,Project #1,3/5/1992,Electricity,Reciprocating Engine,,"Originally (2) IC engines (CAT 3516s) in Feb 1992; Expansion in nov 1993: 3rd IC engine (CAT 3516), a 4th engine also runs sometimes depending on gas availability",2.67,1.6,1.15,Emerald People's Utility District (PUD),Emerald People's Utility District (PUD),Emerald People's Utility District (PUD),"Caterpillar, Inc.",Yes,0.1351,0.0130
1007645,1254,Alliance SLF,PA,Taylor,Lackawanna,Private,WM,"25,448,466",2022,Yes,7.609,0.54,167018-0,Operational,Project #2 (Combination Project),7/28/1998,Electricity,Steam Turbine,,"12-mile pipeline to converted coal-fired boiler at Archbald power station to generate steam for steam turbine, power sold to wholesale market, excess steam sold to plastics manufacturer, plant’s nameplate capacity is 20 to 23.2 MW & burns LFG and NG",6.75,23.2,4.346,Laminations Inc; PEI Power; PPL Corporation,PEI Power,"Archaea Energy, LLC",,Yes,0.1708,0.0164
1007645,1254,Alliance SLF,PA,Taylor,Lackawanna,Private,WM,"25,448,466",2022,Yes,7.609,0.54,180862-0,Operational,Project #2,1/31/2010,Electricity,Gas Turbine,,"19-mile pipeline to (2) Solar Mercury 50 recuperated turbines (each rated at 4.6 MWe ISO, with 38.5% electrical efficiency, guaranteed 22 ppm NOx) at PEI’s 20+ MW Archbald power station",0.27,9.2,0.131,"PEI Power; PJM Interconnection, LLC",PEI Power; WM,"Archaea Energy, LLC",Solar Turbines Incorporated,Yes,0.0137,0.0013
1007645,1254,Alliance SLF,PA,Taylor,Lackawanna,Private,WM,"25,448,466",2022,Yes,7.609,0.54,200997-0,Operational,Project #3 (Combination Project) (Assai),12/30/2021,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"injecting into high-pressure NG pipeline, to be sold down the line for CNG, design inlet capacity = 22,500 cfm LFG or 16,000 mcf/day, design output = 12,000 MMBtu/day; using a 13,700 cfm Style IV NiTech NRU and also O2 and CO2 removal systems",,,18.9,"UGI Utilities, Inc.","Archaea Energy, LLC","Archaea Energy, LLC","BCCK Engineering, Inc.",No,0.9265,0.0746
1003456,1276,Arden LF,PA,Washington,Washington,Private,WM,"15,974,400",2022,Yes,2.563,0.266,1351-0,Operational,Project #1,1/30/2009,Electricity,Reciprocating Engine,,(6) Caterpillar 3516 engines,4.49,4.8,2.3,Constellation,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.2272,0.0218
1003773,1270,Blue Ridge Landfill,PA,Chambersburg,Franklin,Private,"Waste Connections, Inc.","14,968,766",2022,Yes,3.066,0.004,1345-0,Operational,Project #1,1/1/2013,Electricity,Reciprocating Engine,,(4) CAT 3520 engines provide 15% of borough's electric needs; 4 miles of transmission to borough substation,5.57,6.4,3.06,"Borough of Chambersburg Electric Department, PA",PPL Corporation,Energy Power Partners,"Caterpillar, Inc.",No,0.2819,0.0271
1007976,1273,Bradford County Landfill,PA,Troy,Bradford,Public,"Northern Tier Solid Waste Authority (NTSWA), PA","3,768,600",2022,Yes,0.642,0,1348-0,Shutdown,Project #1,4/1/2002,Electricity,Reciprocating Engine,,(1) Caterpillar 3516 engine,0.8,0.8,0.504,PenElec,"Northern Tier Solid Waste Authority (NTSWA), PA; PPL Corporation",Energy Power Partners,"Caterpillar, Inc.",Yes,0.0000,0.0000
